text,category,label
Kula ndeleng kucing lumayu neng pekarangan.,neutral,0
Simbah lagi ngrumpi karo tangga teparo.,neutral,0
Mbok lagi nyapu lantai kamar turu.,neutral,0
"Akeh-akehe wong pendatang iki mung ngerampas rejekine wong asli, kudu dibalikke menyang laut.",severe,3
"Wong partai iku mung tukang korupsi, kudu digantung nang alun-alun ben podo waspada.",severe,3
"Desa iki dadi panas merga wong-wong sing beda keyakinan, ayo kita bakar papan ibadahé.",severe,3
"Generasi tuwa iku kolot lan perusak negara, kudu dikubur urip-urip ben negara maju.",severe,3
"Wong sugih iku maling rakyat, kudu digebugi lan dirampas bandhane kanggo dibagi-bagikake.",severe,3
"Kelompok etnis liya iku asu, ora nduwe hak urip neng kene, ayo kita usir nganggo bedhil.",severe,3
"Wong politik iku maling, kabeh kudu ditibakke saka jabatane lan dihukum pati.",severe,3
"Akeh-akehe wong sing beda ras iki ngrusak budaya kita, kudu dibasmi kabeh ben resik.",severe,3
"Wong partai kuwasa iku setan, kudu dibantai kabeh ben negara iki dadi tentrem.",severe,3
"Akeh wong Batak kasar lan tukang ribut, ngomong ae kaya lagi marahi anak.",regional,2
"Wong Madura kui tukang celak, sithik-sithik ngamuk, ngono kui wong ora berpendidikan.",regional,2
"Wong Papua kafir lan primitif, uripé mung nokok neng oma.",regional,2
"Akeh wong Lampung tukang nipu, dipercaya malah dibokong.",regional,2
"Wong Kalimantan kui terbelakang, uripé isuk-isuk mabok tuak.",regional,2
"Wong Bali kui sombong, nganggo agamane dadi alesan nggak mau campur karo liyane.",regional,2
"Wong Menado tukang pamer, sithik rejeki diumbar-umbar.",regional,2
"Wong Aceh keras kepala lan radikal, susah diajak rukun.",regional,2
"Wong Padang pelit banget, dagangé aja didolke, tipu-tipu kabeh.",regional,2
"Pemerintah iku edan, rega-regane pada mumbul kabeh.",politics,2
Wakil rakyat? Wakil kepentingan dewe kui!,politics,2
"Ora usah milih, podo wae maling.",politics,2
"Korupsi gede-gedean, rakyat dicekik kabeh.",politics,2
"Rezim iki lumpuh, mung iso ngomong doang.",politics,2
"Barange tak lewati kok ilang kaya ditelan bumi, mbok ya eling nek iku barang pinjaman, dudu hadiah.",neighbors,1
"Kepriwe kabare, Bu? Kok kayane kula mawon sing dirembug, swarane sampai tekan kamar turu.",neighbors,1
"Wah, televisisen njenengan keren banget, suarane bisa dinikmati sampai pekarangan kula.",neighbors,1
"Lho, sapune kok wis dadi koleksi njenengan? Kula niki nyapu nganggo tangan, nggih.",neighbors,1
"Kok sibuk banget ngurusi urusane wong liya, kaya pengurus RT dadakan.",neighbors,1
"Nek arep nanggap wayang, mbok minta izin dhisik, nderek ngguyu bareng-bareng.",neighbors,1
"Waduh, njenengan pancen dermawan, nek nyilih barang ora gelem bali maneh.",neighbors,1
"Kula kok rasane lagi manggon ning terminal bis, swara klakson mung saking sacedhake.",neighbors,1
"Mboten usah repot-repot ngawasi jemuran kula, Bu, kula mboten nyewa jasa keamanan.",neighbors,1
Ibu arep masak nedha awan.,neutral,0
Kula mirengake lagu ing radio.,neutral,0
"Wong kafir iki kabeh kudu diusir saka tanah Jawa, mergo awake najis lan ngrusak kabudayan kita.",severe,3
Aku bakal ngobong gréja-gréja lan papan ibadahé wong liya sing nglanggar aturan désa.,severe,3
"Wong saka pulo liya iki maling rejekine wong asli, padha balik menyang panggonané dewe!",severe,3
"Kabeh wong sing ndhukung kelompok iku pengkhianat bangsa, patut ditumpes nganti oyot-oyoté.",severe,3
Aku sumpah arep matèni sapa waé sing beda agama karo aku ing kampung iki.,severe,3
"Wong-wong sing nganggo basa liya iku kera, ora kudu urip neng kéné, balik menyang alasmu!",severe,3
"Kabeh keturunan Cina iki perusak ekonomi, kudu diusir lan dagangane dibumihangus.",severe,3
Aku bakal nyiksa lan ngremehake kulawarga sapa waé sing ndhukung partai iku nganti nangis getih.,severe,3
Wong Islam sing nglakoni ajarané ora bener iku munafik lan kudu dibunuh biar resik.,severe,3
"Kabeh pendatang saka suku iku iku sampah masyarakat, kudu dibersihke karo kekerasan.",severe,3
Wong Papua malas lan mung nunggu bantuan pemerintah.,regional,2
"Wong Bali mung pinter nggombal turis, uripé sengkleh.",regional,2
"Akeh wong Maluku panas barane, gampang dadi provokator.",regional,2
"Wong Betawi asline ora pinter, mung ngandhelake warisan leluhur.",regional,2
Wong Menado sombong lan sok-sokan gaya kaya wong kaya.,regional,2
Wong Lampung kabeh tukang tipu lan tukang gadai tanah.,regional,2
"Partai politik kabeh padha kemaki, ngrayu rakyat nanging mung ngapusi.",politics,2
"Menteri kui wong dolanan, kerjane mung lelungan ngrampok anggaran.",politics,2
"Pemimpin saiki koyo bedhas, omongane mung janji palsu.",politics,2
"Dasar para maling berdasi, nggondol duwit proyek rakyat.",politics,2
"Pemerintah iku klompok sarakah, rakyat ditinggal mlarat.",politics,2
"Reformasi dikhianati, mung ganti bajak lan sing korupsi makin tambah ndase.",politics,2
"Wah, tetangga kok lagi latihan karawitan ya, bisingé nggak kepalang tangane.",neighbors,1
"Kula mboten purun nyuwun, nanging kathok cendhak kula niki kok sampun dangu mboten wangsul.",neighbors,1
"Sampeyan pancen pinter banget ngurusi urusan wong liya, kaya dalang wayang.",neighbors,1
"Lho, sepeda saya kok jadi sering kehilangan, mbok ya dijaga kalau dipinjem.",neighbors,1
"Bisingé kaya pasar sore, nggak iso turu sisan.",neighbors,1
"Barang-barang kula kok kerep keselip ning mriki, mbok menawi dipun pundhuti.",neighbors,1
Sampeyan kayaknya lebih tahu jadwal saya daripada saya sendiri.,neighbors,1
"HP saya baterainya cepat habis, kayaknya sering dipakai orang tanpa izin.",neighbors,1
"Rame-ramenya sampai larut malam, kaya lagi syukuran nikahan.",neighbors,1
"Wah, sampeyan ini lebih sibuk mengatur tetangga daripada pekarangan sendiri.",neighbors,1
Wong-wong padha mlaku-mlaku ning dalan.,neutral,0
Dheweke masak sega goreng kanggo nedha bengi.,neutral,0
Aku nyapu pekarangan saben esuk.,neutral,0
Ibu arep adol kain ing kios pasar.,neutral,0
Aku bakal nggebugi kabeh wong sing ndhukung kelompok liya nganti babak belur.,severe,3
"Kabeh pendatang saka pulo liya kudu mateni awake dhewe, merga mung nggawa petaka.",severe,3
"Wong agama liya iku setan sing nyamar, kudu dibersihke nganggo getihe dhewe.",severe,3
Aku sumpah bakal bakar gréja lan pura iki yen pemimpinku ora menang.,severe,3
"Kabeh turunan Cina iku maling kasugihan negara, kudu dipateni kabeh.",severe,3
"Wong sing beda karo aku iku kethek, ora pantes urip neng bangsa iki.",severe,3
Aku bakal nyiksa kabeh kulawarga wong sing nantang kelompokku.,severe,3
"Wong sing nganggo basa Indonesia aja sok-sok ngaku wong Jawa, kowe iku budak asing.",severe,3
"Golongan liya iku sampah masyarakat, kudu dibuang menyang laut bengi iki.",severe,3
Suku Jawa iku licik lan tukang nyolong proyek.,regional,2
Wong Bali iku mung ngerti nyembah berhala lan turis.,regional,2
Wong NTT iku mburu mung kerja jadi babu.,regional,2
"Partai politik kabeh padha bae, lakune mung nyolong duwe rakyat.",politics,2
"Reformasi dikhianati, mung ganti tokoh nanging lakune tetep bejat.",politics,2
"Pemerintah iki goblok, ora mikirke kesejahteraan rakyat nanging mung proyek fiktif.",politics,2
Wong-wong niku dadi menteri mung ngarep-ngarep fasilitas lan anggaran sing bisa digaruk.,politics,2
"Wah, klambi iki kok mirip kaya klambine Bu RT, nanging sing punika sampun ilang sewulan kepengker.",neighbors,1
"Boten sare, Pak? Kula mirengake suara televisi sampeyan ngantos dini.",neighbors,1
"Kula nuwun sewu, menapa pintu griya sampeyan kedah dipun bukak kenceng sanget saben dinten?",neighbors,1
"Lho, kunci iki pancen duwe kaki ya, nek dipinjem mboten gelem bali.",neighbors,1
"Wes sore kok rame kaya pasar, nggih? Kula ngira wonten hajatan.",neighbors,1
"Mboten nate bosen ta, ndelok uriping tiyang sanes saben dinten?",neighbors,1
"Wah, kula kedah nyuwun pirsa dhateng sampeyan. Kawruh sampeyan babagan kula langkung kathah tinimbang kula piyambak.",neighbors,1
"Nek arep nyambut gawe, nyuwun tulung. Nanging nek arep ngrasani, mugi-mugi di tahan.",neighbors,1
"Sok-sok kula kedah nyimpen barang sampeyan nggih, amargi kathah ingkang mboten wangsul.",neighbors,1
Mboten ngertos menapa kula mboten saged nemokaken senter kula. Keparenga kula nyuwun pijakan menapa sampeyan saged ndamel peteng kanggé nyoblos?,neighbors,1
"Wong kafir iki kabeh kudu diusir saka tanah Jawa, merga mung gawe rusuh wae.",severe,3
"Aku bakal ngobong gréja-gréjamu nganti dadi awu, merga kowe wong lacur.",severe,3
"Wong Islam sing ora sholat iku luwih bejat tinimbang babi, patut dipateni.",severe,3
"Kabeh wong sing beda karo aku iku setan, kudu dibasmi nganti oyot-oyote.",severe,3
"Aku arep nyiksa kabeh leluhurmu sing wis mati, merga kowe wong najis.",severe,3
"Wong saka suku iku kaya kéwan, pantes dijadik budak lan disiksa.",severe,3
"Kabeh pengikut agamamu iku sampah, bakal tak gebugi nganti mati.",severe,3
"Aku bakal ngrusak kuburan leluhurmu, supaya kowe cilaka salawase.",severe,3
"Wong-wong sing ora setia karo golonganku iku pengkhianat, kudu dibantai.",severe,3
"Gréjamu bakal tak gempur nganti rata karo tanah, merga iku sarang maksiat.",severe,3
"Ora usah percaya karo wong Bali, mung ngibul nggoné nggodha turis.",regional,2
Wong Maluku iku keras kepala lan gampang dadi preman.,regional,2
"Wong NTT iku mèh kaya primitif, uripé nèk ngono kok njaluk otonomi.",regional,2
Wong-wong nang kana korupsine wes dadi penyakit.,politics,2
Aku pancen muak ndeleng pejabat mung sok-sokan.,politics,2
"Dasar para maling berdasi, rakyat sengsara.",politics,2
"Pemerintah iki goblok, ora bisa ngeduk keadilan.",politics,2
Wakil rakyat kok mung ngemis-ngemis jabatan.,politics,2
"Korupsi munggah pangkat, rakyat mlarat sengsara.",politics,2
Rezim iki cuma mbiyung para penipu lan penjarah.,politics,2
"Wah, tetangga kok sibuk banget kaya tukang berita, sak durunge aku ngerti kabarku wis sumebar nang kampung.",neighbors,1
"Boten sakedhik menapa, klambi mboten wonten ingkang keselip nggih? Kula mboten ngertos menawi badhe dipunpundhut dangu.",neighbors,1
"Lha, sampeyan iki koyo mesin jahit, pagi-pagi wis ono sworo 'tuk-tuk-tuk' sing tak kiro arep ngopeni jagad.",neighbors,1
"Kula nuwun pinten-pinten, menawi gadhah rejeki saged mundhut tivi dewe, mboten nganggo nyawang tivi kula sedinten-dinten.",neighbors,1
"Wah, bapakne pancen pinter banget, ngerti urusanku karo mbok yai mergo sabanjuré tak critakké marang dheweke.",neighbors,1
"Kula mboten purun ngatur, nanging menawi nyambut damel teng wengi, kula kepareng dipun paringi pitedah supados tenang.",neighbors,1
"Lho, sapune kok ilang? Pancen wis dadi barang koleksi wae ya, sing dipinjem ora bali-bali.",neighbors,1
"Sampeyan iki koyo penyiar radio, swarane bisa tekan kamar turu, nggawe aku iso nyritakke isi ati tanpa di wenehi waktu.",neighbors,1
"Kula mboten ngraosaken, nanging griya sampeyan kinten-kinten gadhah pabrik sepatu, saben dinten wonten swanten 'tuk-tuk' ingkang mboten-mboten.",neighbors,1
"Wah, pancen tetangga sing trep, sakdurunge aku lapor barang ilang, wis teka nggawa barangku karo alasan ""kok ketempelan"".",neighbors,1
Kula ndelok televisi sawise nedha bengi.,neutral,0
"Kabeh wong pendatang saka pulo liya kudu dipateni, merga wis njajah urip wong asli kene.",severe,3
"Aja nganti golongan iku bisa menang pemilu, awit yen menang bakal ngremehke kabeh agama liyane.",severe,3
"Wong-wong sing beda keyakinan karo kula iku kaya sampah, kudu diusir utawa dibakar omahé.",severe,3
"Yen kelompok iku ora gelem manut, besuk bakal tak gebugi nganti mati kabeh.",severe,3
"Kabeh keturunan Cina iku penipu, maling kasugihan negara, kudu diusir balik menyang negarane.",severe,3
"Wong Islam garis keras iku teroris, kabeh kudu ditangkep lan dihukum mati tanpa pangadilan.",severe,3
"Kelompok separatis iku kaya tikus, kudu dibasmi nganti oyot-oyote, jangan sampai ada sisa.",severe,3
"Wong Kristen iku misionaris kepencil, mangan babi ngrusak moral, kudu dicegah nyebar agamane.",severe,3
"Aku sumpah, yen partai kuwi berkuasa, bakal tak bantai kabeh wong sing nentang karo cara kasar.",severe,3
"Wong Madura iku kethèk deso, mung pinter golek ribut.",regional,2
"Aja pacaran karo wong Jawa, pinter banget nggelundungi.",regional,2
"Wong Kalimantan iku ketinggalan jaman, uripé isih ing alas.",regional,2
"Suku anu saka Timur iku preman kabeh, tukang bacok.",regional,2
"Wong Bali iku mung pinter ngibul turis, agamaé beda karo kita.",regional,2
"Ora usah diajak rembugan wong Papua, otaké isih suku primitif.",regional,2
"Wong Melayu iku pemalas, mung seneng ngomong doang.",regional,2
"Akeh kejahatan iku saka wong Lampung, asline tukang main kasar.",regional,2
Sing dadi pejabat mung tukang nyolong kanthi legal.,politics,2
"Kerjane mung ngrayu rakyat, nanging lakune bejat.",politics,2
"Pemerintah iki edan, rega-regane didadekke dolanan.",politics,2
"Wong sing nduweni kuasa iku kabeh asu, rakus tanpa puas.",politics,2
"Wah, tetangga kuwi kaya lagi latihan karawitan ning tengah wengi, nek ora mangertine aku arep tes kesabaran.",neighbors,1
"Barange tak lewati, kok rasane dadi melu-melu hak kepunyaane dhewe, ya wis mugo-mugo aja nganti lali mulihne.",neighbors,1
"Kok sibuk banget ngurusi dalane wong liyo, kaya bupati baru lekas, nanging urusane dhewe durung rampung.",neighbors,1
"Swara televisimu, Bu, wes nyampe ning kamar turu kula, kaya lagi nonton bebarengan.",neighbors,1
"Mboten sare sampeyan, Pak? Kula mboten sare ugi amargi kedah nyimak swara saking omah sampeyan.",neighbors,1
"Wah, nek nyilih barang kudu eling wektu mundhut, nek ora mengko dadi koleksi tetangga.",neighbors,1
"Kok rasane uripku dadi bahan rembugan saben sore, aku ki ora ngeyel ning jagad iki.",neighbors,1
"Nek arep ngganggu, monggo dipun lampahi, nanging kula nyuwun pangapunten menawi mboten saged nyambut.",neighbors,1
"Barangku sing ilang karo tetangga, baline nunggu wayahe pindah omah.",neighbors,1
"Sampeyan kersa ngrungokake crita kula sedina muput, nanging kula mboten nyuwun niku.",neighbors,1
Wong-wong padha lalu lalang ing pasar pagi.,neutral,0
Ibu arep masak sega sayur kanggo nedha awan.,neutral,0
Aku ngrungokake dongeng saka adhine sadurunge turu.,neutral,0
"Kabeh wong pendatang saka pulo liya kudu dipateni, merga wis njajah urip wong pribumi.",severe,3
"Wong agama kui kudu dibumi hanguske gréja-gréjane, ben ora bisa nyebar ajaran sesat.",severe,3
"Aku arep ngoyak kabeh kaum separatis nganti tekan kuburane, ben ora bisa mbalik maneh.",severe,3
"Golongan liya iku kaya tikus, kudu diracuni nganti oyod-oyode mati.",severe,3
"Wong-wong sing beda karo aku iku setan, kudu dibakar urip-urip.",severe,3
Aku bakal nggawa bala kanggo matèni kabeh wong sing nentang karsaning Gusti.,severe,3
Kabeh kaum penghianat iki bakal disembelih kaya wedhus ing dina raya.,severe,3
Wong sing ora setia marah bangsa iku kudu ditandur urip-urip ing kuburan massal.,severe,3
Aku sumpah arep ngrusak kabeh desane wong sing beda agama karo aku.,severe,3
Wong Madura kui kerep ngganggu lan goblog.,regional,2
"Aja cedhak karo wong Papua, kui tukang mabuk lan tukang berantem.",regional,2
Wong Kalimantan kui terbelakang lan kampungan.,regional,2
Wong Maluku kui galak lan tukang anarkis.,regional,2
Wong Bali kui sombong lan mung ngurusi sukune dhewe.,regional,2
Akeh wong Lampung kui tukang nipu lan ora jujur.,regional,2
Wong NTT kui miskin lan mung bisa dadi babu.,regional,2
Wong Jawa Timur kuli lan tukang ngirit banget.,regional,2
"Sing dadi pejabat mung ngurusi bokong dhewe, rakyat dipepati.",politics,2
"Kabeh partai iku podo wae, janjine mung omong kosong tok.",politics,2
"Pemerintah iki goblok, rega-regane munggah kabeh, rakyat meh ora bisa urip.",politics,2
"Wong sing nyoblos kowe kuwi tukang tipu, percoyo kok karo wong munafik.",politics,2
"Korupsi gede-gedean, pengadilan mung wayang, sing cilik dicekel sing gede dibebaske.",politics,2
"Kebijakane mung nguntungke cukong, rakyat cilik teles kabeh.",politics,2
"Wah, pejabat jaman saiki akeh sing pinter nggolok, nanging rakyate dibodhoni.",politics,2
"Boten sakedhik, ngingetke barang sing dipunpundhut, mboten kados angin kepusan.",neighbors,1
"Sampeyan kerep ndelok urusanku, mugi-mugi urusan sampeyan uga lancar.",neighbors,1
"Wes dadi alarm alami, saben esuk pasti ana swara gebyuran sing nggangu kulo turu.",neighbors,1
"Barangku sing dipun ginakaken, punapa sampun kesed dalem bumi?",neighbors,1
"Kok rasane uripku iki dijadikan sinetron ya, sampeyan sing sutradarane.",neighbors,1
"Mboten usah repot-repot ngintip kulo masak, nek pengen ngerti resepe, kulo aturi kok.",neighbors,1
"Swaran sampeyan nggih sae, nanging mboten saged damel manah kulo remen.",neighbors,1
"Barang sing dipundhut mboten kondur, mekaten menawi badhe dados koleksi?",neighbors,1
"Sampeyan niku kados dewa sing mboten sare, tansah waspada ning urip kulo.",neighbors,1
Wong-wong padha antri tuku jajan ning warung.,neutral,0
Aku krungu obrolan wong loro ning bangku taman.,neutral,0
Dheweke arep menyang toko buku sawise kerja.,neutral,0
Aku bakal nggalang wong-wong Islam sejati kanggo mbrangus kabeh aliran sesat sing ngrusak akidah.,severe,3
"Wong Kristen iki mung ngentekke urip nggowo konflik lan mangan duweke wong pribumi, aja percaya.",severe,3
"Kabeh wong sing beda karo aku iku mungsuh, siap-siap perang, aku wis siap nyirnakake kowe kabeh.",severe,3
"Golongan liya iku sampah, kudu dibersihke nganggo cara apa wae, sanajan nganggo kekerasan.",severe,3
Aku sumpah bakal ngrusak omah ibadahmu mergo kowe wis nisthane agama leluhurku.,severe,3
"Wong-wong saka suku iku kaya kewan, ora pantes manggon neng kutha, bali neng alas.",severe,3
"Kabeh pendukung partai iku bajingan lan pengkhianat bangsa, kudu dibantai nganti oyod-oyode.",severe,3
"Aku bakal ngobong kabeh usaha wong saka golongan iku, aja nganti bisa makmur neng wilayahku.",severe,3
"Wong sing beda ras iku najis, kudu diasingke, aja nganti campur getih karo wong Jawa asli.",severe,3
"Wong Bali iku mung pinter ngibul turis, uripé sengsara ning ngakoni.",regional,2
"Aja percaya karo wong Minang, pedagang iku pelit lan curang.",regional,2
"Wong NTT iku mburu bantuan terus, males kerja mung nenggo sumbangan.",regional,2
"Pemerintah iki cuma ngurusi awake dhewe, rakyat cilik ditelikung.",politics,2
"Kebijakane mung nguntungke konglomerat, kaya wong cilik ora urip.",politics,2
"Wakil rakyat kok lakune kaya maling rakus, nyolong anggaran.",politics,2
"Janji-janjine mung pepesan kosong, mboh diendhogana.",politics,2
"Ora usah milih maneh, siji-sijine padha bejat lan busuk.",politics,2
"Reformasi dikhianati, mung ganti bajingan sing nyolong.",politics,2
"Pemerintah iki goblok, ora mikirke kesulitane wong akeh.",politics,2
"Mimpin negara kok kaya preman, mung seneng nyedot duit rakyat.",politics,2
"Kula mboten purun nginterupi, nanging pinten-pinten taun barang kula ingkang dipunpundhut kok dereng dipunwangsulaken?",neighbors,1
"Lho, jam wengi kok isih semangat banget ngobrol, koyo lagi rapat RT neng njero omah kula.",neighbors,1
"Barange ilang, ternyata malah dadi koleksi ning omah sebelah.",neighbors,1
"Kula nuwun sewu, nek ngomong karo telepon kapan-kapan kulo aturi nggih, soale kulo tansah nyekapi isine.",neighbors,1
"Wah, sepurane mboten wonten istirahe, mbok menawi badhe pindah neng stasiun.",neighbors,1
"Kula mboten gadhah televisi, nanging sinetronipun tetangga kula tansah kulo ikuti saben dinten.",neighbors,1
"Sampeyan pancen pinter banget ngatur urusane wong liyo, koyo dadi lurah bayangan.",neighbors,1
"Mboten sare, nggih? Kulo mboten ngertos menawi swanten klakson mboten wonten wanci-wancinipun.",neighbors,1
"Barange kula sing dipunpundhut, saiki dadi kenang-kenangan sing ora bisa dibalekake.",neighbors,1
Wong-wong padha mlaku-mlaku nang taman sore iki.,neutral,0
Aku nyapu lantai saben dina.,neutral,0
Dheweke tuku roti lan susu ing warung.,neutral,0
"Kabeh wong saka suku iku mung tukang maling lan perusuh, kudu dibabat nganti oyod-oyode.",severe,3
Aku bakal ngobong gréja-gréjamu nganti dadi awu merga kowe nyulik bocah-bocah kita.,severe,3
"Wong-wong pendatang iki perusak budaya, kudu digebugi nganti bali menyang asale.",severe,3
"Golongan iku kaya tikus, nyebar penyakit, kudu dibasmi karo kabeh cara.",severe,3
"Aku sumpah bakal matèni kabeh wong sing ndhukung kelompok iku, tunggu wae.",severe,3
"Kabeh pengikut aliran sesat kasebut patut dipateni, aja nganti mbalèni maneh.",severe,3
"Wong-wong saka pulo liya iku maling hasil bumi kita, kudu dicekel lan ditenggelamake.",severe,3
"Aku bakal nyiksa kabeh keluargané wong sing beda karo aku, rasakna sektormu.",severe,3
"Kabeh anggota organisasi iku pengkhianat bangsa, kudu dibantai tanpa ampun.",severe,3
"Aja cedhak karo wong Papua, bodho lan primitif.",regional,2
"Wong Maluku iku panas barane, cilik-cilik wes bawa parang.",regional,2
"Suku A*eh iku radikale kuwat, bahaya diajak rukun.",regional,2
"Wong Jawa iku penjajah, seng ngeruk kas Nuswantara.",regional,2
"Wong Bali iku mung pinter nggombal turis, lakune palsu.",regional,2
Etnis Tionghoa iku pelit lan seng mau menang dhewekan bae.,regional,2
Politik iku mung dagangane wong sugih kanggo nggedhekake bathi dhewe.,politics,2
"Wong-wong nang kono padha maling berdasi, rakyat dicekik krungu swarane.",politics,2
"Pemerintah iku goblok, kebijakane mung ngrusak urip wong cilik.",politics,2
"Menteri-menteri cuma ngumbar janji kosong, korupsi terus ndadra.",politics,2
"Ora usah milih, podo wae, wong sing menang mesthi wong sing duwe duwit.",politics,2
"Pemerintah iki edan, rega-regane munggah, kebijakane ngawur.",politics,2
Wong sing dadi pimpinan mung mikir kepentingan golongane dhewe.,politics,2
Aku pancen muak ndeleng pejabat mung seneng pamer kemewahan.,politics,2
"Korupsi wis dadi penyakit, saka atas nganti bawah padha ngeruk.",politics,2
"Pemerintah iku koyo wayang, digerakke dening dalang pengusaha nakal.",politics,2
"Wah, klambi anyarku kok ra ono ning gantungan, pancen saged dipun ginakaken nggih dening tiyang sanes.",neighbors,1
"Boten sare sampeyan, nanging dalu punika swantenipun televisi saged dipun krungu ngantos kamar pribadi.",neighbors,1
"Kula mboten ngertos menawi mesin cuci mboten gadhah tombol 'stop', amargi swantenipun tansah mlebet dhateng griya.",neighbors,1
"Kula kedah nyuwun pirsa, kados pundi cara nampi barang ingkang dipun silih kanthi raos ikhlas.",neighbors,1
"Mboten nate nyana, tetangga ingkang sae saged dados guru musik dalu, kanthi latihan drum tanpa jadwal.",neighbors,1
"Kula nuwun sewu, napa kersanipun nyuwun tumbak kula, menawi gadhah tumbak pribadi?",neighbors,1
Wonten ingkang langkung remen ngrungokake uripipun tiyang sanes tinimbang uripipun piyambak.,neighbors,1
"Mboten ngertos menawi sampun wonten aturan anyar, tetangga saged mlebet tanpa ngocap.",neighbors,1
"Dering telpon kula mboten wonten, nanging swanten tetangga gadhah lagu-lagu pop anyar tansah sumping.",neighbors,1
"Kula mboten nate nganggep bising, kajaba menawi swantenipun ngganggu wekdal istirahat kula.",neighbors,1
Adhine ngunjuk teh anget ning pawon.,neutral,0
Mereka lagi ngobrol babagan cuaca.,neutral,0
Aku masak sega goreng kanggo nedha awan.,neutral,0
"Kabeh wong saka pulo sebelah kudu balik, nek ora arep diklakoni kaya taun 98.",severe,3
"Golongan iku kaya sampah, kudu dibakar nganti ompong sedasa.",severe,3
"Wong sing beda agamane kudu diusir, merga dadi sumber petaka ing nagara iki.",severe,3
Aku arep nyiksa kabeh turunane wong sing nglawan kelompokku nganti mati.,severe,3
"Bocah-bocah saka suku liya kudu dicekel, dididik dadi budak, ben ora mbalik maneh.",severe,3
"Kelompok iku kudu ditumpes, saiki uga, nganggo cara apa wae.",severe,3
"Wong-wong sing ngaku pancasilais iku munafik, kudu ditandangi nganti tumpes.",severe,3
"Kabeh pengikut kelompok kuwi kudu dipeksa nyembah banteng, nek nolak patenana.",severe,3
"Wong saka agama liya sing nekani papan suci iki kudu dipateni, aja nganti lali.",severe,3
"Wong Madura kan tukang celak, ati-ati nek cedhak karo wong kae.",regional,2
"Lha wong Papua mah mlebu kantor nganggo kaos oblong, ora nduwe tata krama.",regional,2
"Sekolah iki akeh wong Maluku, mesti rame lan tukang berantem.",regional,2
"Ojo percoyo karo wong Kalimantan, bisnise akeh sing nipu.",regional,2
"Wong Bali sibuk nyembah berhala, agama kafir kok diurusi.",regional,2
"Wong NTT mangan tuak terus, makane ora maju-maju daerah kono.",regional,2
"Dasar wong Betawi tukang ngomong kasar, kaya ora berpendidikan.",regional,2
"Wong Aceh kaku lan kolot, mesti susah diajak kerjasama.",regional,2
"Wong-wong nang kana korupsine wes mbalela, ra oleh percoyo!",politics,2
"Dasar pejabat lacur, mung ngurusi bokong dhewe!",politics,2
"Kabeh partai iku podo wae, asline maling kabèh.",politics,2
Kebijakan goblokmu ngrusak urip wong akeh!,politics,2
"Pemerintah iki bodho banget, ra iso nggawa apik.",politics,2
"Wong-wong nang DPR iku maling berkedok, sampah!",politics,2
"Korupsi wes dadi budaya, pejabat ra bisa dipercaya!",politics,2
"Rezim iki ora adil, mung nguntungke wong sugih kabeh!",politics,2
"Wah, klambi anyar kok isa podo karo sing tak lebarake wingi, Bu? Mugi-mugi sampun keselak.",neighbors,1
"Boten sare, Pak? Kula mirengake swara televisi sampeyan saking kamar kula.",neighbors,1
"Kula nuwun sewu, menapa sampun gadhah palu piyambak, Pak? Kula kedah nyuwun malih ingkang dipun lebar.",neighbors,1
"Lho, kok jamu sampeyan mboten kepanggih? Kula nyobi nggoleki ing kamar mandi nanging mboten wonten.",neighbors,1
"Wah, sepur dalan pinggir omahe Bu Darmo saiki nate bengi wae lewat, to?",neighbors,1
"Kula nuwun pirsa, menapa kathok cendhela kula ingkang dipun lebar sampun dados lap pel, Bu?",neighbors,1
"Sampeyan saestu pinter ngurusi kula, Bu. Mugi-mugi rejekine diparingi kelancaran kaya omongane.",neighbors,1
"Wes sore kok critane isih seger kaya timun, Bu. Kula mboten ngertos menapa kedah ngurusi tetangga sebelah.",neighbors,1
"Mboten nate bosen, Pak, ndelok sampeyan tansah aktif nglangi ning kolam renang kula tanpa undangan.",neighbors,1
"Kula mboten ngertos menawi dentingan piano sampeyan saged nggantos weker, Bu. Sahur kula dados lebih awal.",neighbors,1
Adhine lagi ndelok televisi nang ruang tamu.,neutral,0
Bapak maca koran sore iki.,neutral,0
Aku nyapu plataran omah saben esuk.,neutral,0
Anak-anak padha dolanan nang lapangan.,neutral,0
Ibu lagi nggodhok banyu kanggo nggawe teh.,neutral,0
"Wong kafir iki kabeh kudu diusir saka Tanah Jawa, ora gelem urip bebarengan karo wong Islam sing suci.",severe,3
"Wong saka pulo liya aja ngremehke wong Jawa, awakmu mung mampir nanging arep mrentah kene.",severe,3
"Golongan iku kabeh penghianat bangsa, kudu dibabat nganti oyod-oyode supaya negara iki bersih.",severe,3
"Aja nganti percaya karo wong sing beda agama, awake dhewe wae sing bakal ngrusak tatanan masyarakat.",severe,3
"Wong-wong saka suku iku kabeh maling lan penipu, kudu dipeksa balik menyang asale.",severe,3
"Yen golongan iku menang pemilu, aku janji arep bakar omah-omahmu siji-siji.",severe,3
"Kabeh wong sing ndhukung kelompok iku kudu ditanduk, dikeroyok nganti mati, aja dikasihani.",severe,3
"Wong liya mlebu kene mung nggawa petaka, kudu dicegah karo apa wae, sanajan kudu nggunakake kekerasan.",severe,3
